u,v,key,length,highway,name,coordinates,가로수
12467014170,12467014181,0,7.952850319511539,footway,,"[[127.0534086, 37.5760369], [127.0533865, 37.5760108], [127.0533597, 37.5759768]]",False
12467014172,12467014181,0,3.548972808843872,footway,,"[[127.053361, 37.5759449], [127.0533597, 37.5759768]]",False
12467014172,12467014148,0,6.4225949314393995,footway,,"[[127.053361, 37.5759449], [127.0533986, 37.575938], [127.0534328, 37.5759399]]",False
12467014172,12467014176,0,13.536583279319242,footway,,"[[127.053361, 37.5759449], [127.0533603, 37.5759173], [127.0533577, 37.5758843], [127.0533469, 37.575862], [127.0533228, 37.5758301]]",False
12467014176,12467014148,0,18.63148629466505,footway,,"[[127.0533228, 37.5758301], [127.0533681, 37.5758397], [127.053408, 37.5758535], [127.0534371, 37.575879], [127.0534401, 37.5759072], [127.0534328, 37.5759399]]",False
12467014176,12467014191,0,12.46479366584558,footway,,"[[127.0533228, 37.5758301], [127.0533007, 37.5758121], [127.0532705, 37.5758068], [127.0532463, 37.5758163], [127.0532276, 37.5758312], [127.0532229, 37.5758509]]",False
12467014176,12467014172,0,13.53658327931924,footway,,"[[127.0533228, 37.5758301], [127.0533469, 37.575862], [127.0533577, 37.5758843], [127.0533603, 37.5759173], [127.053361, 37.5759449]]",False
12467014181,12467014187,0,7.032546717572604,footway,,"[[127.0533597, 37.5759768], [127.0532799, 37.5759768]]",False
12467014181,12467014172,0,3.548972808843872,footway,,"[[127.0533597, 37.5759768], [127.053361, 37.5759449]]",False
12467014181,12467014170,0,7.952850319511539,footway,,"[[127.0533597, 37.5759768], [127.0533865, 37.5760108], [127.0534086, 37.5760369]]",False
12467014182,12467014183,0,4.023079535074501,footway,,"[[127.0533986, 37.5761134], [127.053357, 37.5761283]]",False
12467014182,12467014170,0,8.693790049204,footway,,"[[127.0533986, 37.5761134], [127.0533976, 37.5760972], [127.0534006, 37.5760486], [127.0534086, 37.5760369]]",False
12467014182,12467014159,0,18.955443954285393,footway,,"[[127.0533986, 37.5761134], [127.0534096, 37.5761259], [127.0534388, 37.5761416], [127.0534656, 37.5761447], [127.0534891, 37.576144], [127.0535022, 37.5761328], [127.0535059, 37.5761147], [127.0535038, 37.5760911], [127.0534981, 37.576073], [127.0534884, 37.5760648]]",False
12467014183,12467014182,0,4.023079535074501,footway,,"[[127.053357, 37.5761283], [127.0533986, 37.5761134]]",False
12467014183,12467036409,0,7.92790606598733,footway,,"[[127.053357, 37.5761283], [127.0532993, 37.576183]]",False
12467014183,12467014187,0,18.702289998356058,footway,,"[[127.053357, 37.5761283], [127.0533275, 37.5761022], [127.053302, 37.5760693], [127.0532879, 37.5760331], [127.0532799, 37.5759768]]",False
12467014187,12467014181,0,7.032546717572604,footway,,"[[127.0532799, 37.5759768], [127.0533597, 37.5759768]]",False
12467014187,12467036413,0,9.508851558884883,footway,,"[[127.0532799, 37.5759768], [127.0531726, 37.5759858]]",False
12467014187,12467014183,0,18.702289998356058,footway,,"[[127.0532799, 37.5759768], [127.0532879, 37.5760331], [127.053302, 37.5760693], [127.0533275, 37.5761022], [127.053357, 37.5761283]]",False
12467014187,12467014191,0,14.94903661541699,footway,,"[[127.0532799, 37.5759768], [127.0532691, 37.575954], [127.0532551, 37.5759205], [127.0532269, 37.5758727], [127.0532229, 37.5758509]]",False
12467014191,12467036416,0,5.093157211396806,footway,,"[[127.0532229, 37.5758509], [127.0531652, 37.5758535]]",False
12467014191,12467014187,0,14.94903661541699,footway,,"[[127.0532229, 37.5758509], [127.0532269, 37.5758727], [127.0532551, 37.5759205], [127.0532691, 37.575954], [127.0532799, 37.5759768]]",False
12467014191,12467014176,0,12.464793665845578,footway,,"[[127.0532229, 37.5758509], [127.0532276, 37.5758312], [127.0532463, 37.5758163], [127.0532705, 37.5758068], [127.0533007, 37.5758121], [127.0533228, 37.5758301]]",False
12467014192,12467014200,0,9.87754862873566,footway,,"[[127.0529563, 37.5761137], [127.0528608, 37.5761602]]",False
12467014200,12467014192,0,9.87754862873566,footway,,"[[127.0528608, 37.5761602], [127.0529563, 37.5761137]]",False
12467014200,12467036352,0,79.98551803044312,footway,,"[[127.0528608, 37.5761602], [127.0529473, 37.5762558], [127.0530532, 37.5763913], [127.0530492, 37.576428], [127.053013, 37.5764673], [127.0526844, 37.5766406], [127.0526315, 37.5766539]]",False
12467014200,12467036349,0,84.61990871898713,footway,,"[[127.0528608, 37.5761602], [127.0528065, 37.5761506], [127.0527287, 37.576157], [127.0524377, 37.5763111], [127.0523921, 37.5763664], [127.0523572, 37.576444], [127.0523693, 37.5764705], [127.0524216, 37.5765439], [127.0525087, 37.5766379]]",False
12467036308,12467036312,0,5.995350785032038,footway,,"[[127.052094, 37.5754137], [127.0520575, 37.5753682]]",False
12467036308,12467036311,0,10.622362704192128,footway,,"[[127.052094, 37.5754137], [127.0521072, 37.5754301], [127.0521225, 37.5754492], [127.0521587, 37.5754943]]",False
12467036308,12467036474,0,20.091873170722664,footway,,"[[127.052094, 37.5754137], [127.0521168, 37.5754068], [127.0521413, 37.5754029], [127.0521728, 37.5753843], [127.0522003, 37.5753646], [127.0522204, 37.5753404], [127.0522217, 37.5753189], [127.0522181, 37.5752885]]",False
12467036308,12467036486,0,17.864145191603885,footway,,"[[127.052094, 37.5754137], [127.0520709, 37.5754207], [127.0520497, 37.5754313], [127.0520239, 37.5754483], [127.0519944, 37.5754576], [127.0519542, 37.5754555], [127.0519104, 37.5754413]]",False
12467036311,12467036308,0,10.622362704192128,footway,,"[[127.0521587, 37.5754943], [127.0521225, 37.5754492], [127.0521072, 37.5754301], [127.052094, 37.5754137]]",False
12467036312,12467036308,0,5.995350785032038,footway,,"[[127.0520575, 37.5753682], [127.052094, 37.5754137]]",False
12467036312,12467036474,0,16.69899950246169,footway,,"[[127.0520575, 37.5753682], [127.0522181, 37.5752885]]",False
12467036312,12467036486,0,15.301152420550403,footway,,"[[127.0520575, 37.5753682], [127.0519104, 37.5754413]]",False
12467036317,12467036354,0,28.44183435084412,footway,,"[[127.053088, 37.5767677], [127.0528105, 37.5768983]]",False
12467036317,12467036327,0,17.499768275360164,footway,,"[[127.053088, 37.5767677], [127.0531062, 37.5767851], [127.0531558, 37.5768239], [127.0531853, 37.5768526], [127.0531706, 37.5768935]]",False
12467036317,12467036330,0,32.67523115662111,footway,,"[[127.053088, 37.5767677], [127.0532115, 37.5767107], [127.0532443, 37.5767091], [127.0532873, 37.57674], [127.0533288, 37.5767819], [127.0533577, 37.5767979], [127.0533852, 37.5768144]]",True
12467036327,12467036317,0,17.499768275360164,footway,,"[[127.0531706, 37.5768935], [127.0531853, 37.5768526], [127.0531558, 37.5768239], [127.0531062, 37.5767851], [127.053088, 37.5767677]]",False
12467036327,12467036359,0,36.65894818029429,footway,,"[[127.0531706, 37.5768935], [127.0531008, 37.5769233], [127.0530492, 37.5769557], [127.0530016, 37.5769919], [127.0529587, 37.5770301], [127.0529104, 37.5770567], [127.0528755, 37.5770716], [127.0528387, 37.5770875]]",True
12467036327,12467036330,0,21.054462338294805,footway,,"[[127.0531706, 37.5768935], [127.0532577, 37.5768734], [127.0533302, 37.5768457], [127.0533852, 37.5768144]]",True
12467036330,12467036327,0,21.054462338294805,footway,,"[[127.0533852, 37.5768144], [127.0533302, 37.5768457], [127.0532577, 37.5768734], [127.0531706, 37.5768935]]",True
12467036330,12467036400,0,29.302472690565775,"['steps', 'footway']",,"[[127.0533852, 37.5768144], [127.0534435, 37.5767713], [127.0535679, 37.5767067], [127.0536534, 37.5766597]]",True
12467036330,12467036317,0,32.6752311566211,footway,,"[[127.0533852, 37.5768144], [127.0533577, 37.5767979], [127.0533288, 37.5767819], [127.0532873, 37.57674], [127.0532443, 37.5767091], [127.0532115, 37.5767107], [127.053088, 37.5767677]]",True
12467036335,12467036338,0,47.75401025216479,footway,,"[[127.0536845, 37.5764654], [127.0537137, 37.5764583], [127.0537855, 37.5764317], [127.0538331, 37.5764105], [127.0538861, 37.576437], [127.0539135, 37.5764663], [127.0539129, 37.5765093], [127.053878, 37.5765423], [127.0538291, 37.576554], [127.0537566, 37.5765556], [127.0537265, 37.5765391]]",True
12467036335,12467036338,1,9.148952724614832,footway,,"[[127.0536845, 37.5764654], [127.0536916, 37.5764891], [127.053703, 37.5765152], [127.0537265, 37.5765391]]",False
12467036335,12467036404,0,11.684118615719177,footway,,"[[127.0536845, 37.5764654], [127.0536346, 37.5764774], [127.0535615, 37.576504]]",False
12467036338,12467036400,0,17.757158020965363,footway,,"[[127.0537265, 37.5765391], [127.0537412, 37.5765912], [127.0537338, 37.5766199], [127.0537157, 37.5766379], [127.0536876, 37.5766486], [127.0536534, 37.5766597]]",True
12467036338,12467036335,0,9.148952724614832,footway,,"[[127.0537265, 37.5765391], [127.053703, 37.5765152], [127.0536916, 37.5764891], [127.0536845, 37.5764654]]",False
12467036338,12467036335,1,47.75401025216478,footway,,"[[127.0537265, 37.5765391], [127.0537566, 37.5765556], [127.0538291, 37.576554], [127.053878, 37.5765423], [127.0539129, 37.5765093], [127.0539135, 37.5764663], [127.0538861, 37.576437], [127.0538331, 37.5764105], [127.0537855, 37.5764317], [127.0537137, 37.5764583], [127.0536845, 37.5764654]]",True
12467036349,12467036391,0,39.74278037764272,service,,"[[127.0525087, 37.5766379], [127.0521346, 37.5768375]]",True
12467036349,12467014200,0,84.61990871898715,footway,,"[[127.0525087, 37.5766379], [127.0524216, 37.5765439], [127.0523693, 37.5764705], [127.0523572, 37.576444], [127.0523921, 37.5763664], [127.0524377, 37.5763111], [127.0527287, 37.576157], [127.0528065, 37.5761506], [127.0528608, 37.5761602]]",False
12467036349,12467036352,0,11.003819377003763,footway,,"[[127.0525087, 37.5766379], [127.0525356, 37.5766448], [127.0525852, 37.5766491], [127.0526315, 37.5766539]]",False
12467036350,12467036391,0,12.096198122841122,service,,"[[127.052017, 37.5768936], [127.0521346, 37.5768375]]",True
12467036350,12467036351,0,8.410782644687329,service,,"[[127.052017, 37.5768936], [127.0519353, 37.5769327]]",True
12467036350,12467036375,0,40.8684959743913,footway,,"[[127.052017, 37.5768936], [127.0520303, 37.5769091], [127.0521057, 37.5769972], [127.0522284, 37.5771518], [127.0522665, 37.5772033]]",True
12467036350,12467036397,0,14.377840902502443,footway,,"[[127.052017, 37.5768936], [127.0520026, 37.5768768], [127.0519254, 37.5767866]]",True
12467036351,12467036350,0,8.410782644687329,service,,"[[127.0519353, 37.5769327], [127.052017, 37.5768936]]",True
12467036351,3830519880,0,87.60178482975742,tertiary,답십리로35길,"[[127.0519353, 37.5769327], [127.0523997, 37.5775177], [127.0524641, 37.5775998]]",True
12467036351,4677529730,0,68.19997059620077,tertiary,답십리로35길,"[[127.0519353, 37.5769327], [127.0517578, 37.5766987], [127.0515323, 37.5764091]]",True
12467036352,12467036354,0,31.422554914033604,footway,,"[[127.0526315, 37.5766539], [127.0528105, 37.5768983]]",False
12467036352,12467036349,0,11.003819377003763,footway,,"[[127.0526315, 37.5766539], [127.0525852, 37.5766491], [127.0525356, 37.5766448], [127.0525087, 37.5766379]]",False
12467036352,12467014200,0,79.98551803044312,footway,,"[[127.0526315, 37.5766539], [127.0526844, 37.5766406], [127.053013, 37.5764673], [127.0530492, 37.576428], [127.0530532, 37.5763913], [127.0529473, 37.5762558], [127.0528608, 37.5761602]]",False
12467036354,12467036352,0,31.422554914033604,footway,,"[[127.0528105, 37.5768983], [127.0526315, 37.5766539]]",False
12467036354,12467036317,0,28.44183435084412,footway,,"[[127.0528105, 37.5768983], [127.053088, 37.5767677]]",False
12467036354,12467036359,0,24.094950347260895,footway,,"[[127.0528105, 37.5768983], [127.0527729, 37.5769297], [127.0527615, 37.5769531], [127.0527723, 37.5769818], [127.0528246, 37.5770567], [127.0528387, 37.5770875]]",False
12467036359,12467036327,0,36.65894818029428,footway,,"[[127.0528387, 37.5770875], [127.0528755, 37.5770716], [127.0529104, 37.5770567], [127.0529587, 37.5770301], [127.0530016, 37.5769919], [127.0530492, 37.5769557], [127.0531008, 37.5769233], [127.0531706, 37.5768935]]",True
12467036359,12467036354,0,24.094950347260895,footway,,"[[127.0528387, 37.5770875], [127.0528246, 37.5770567], [127.0527723, 37.5769818], [127.0527615, 37.5769531], [127.0527729, 37.5769297], [127.0528105, 37.5768983]]",False
12467036359,12467036369,0,42.35680645843964,footway,,"[[127.0528387, 37.5770875], [127.0528474, 37.5771205], [127.0528514, 37.5771518], [127.0528527, 37.5771816], [127.0528467, 37.577206], [127.0528058, 37.5772321], [127.0527515, 37.5772507], [127.0526998, 37.5772464], [127.0526529, 37.5772188], [127.0525919, 37.5771954], [127.052553, 37.5771896]]",True
12467036369,12467036440,0,34.19303723024798,footway,,"[[127.052553, 37.5771896], [127.0525704, 37.5772193], [127.0525818, 37.5772539], [127.0525798, 37.577299], [127.0525684, 37.5773357], [127.0525362, 37.5774191], [127.052502, 37.5774824]]",True
12467036369,12467036359,0,42.35680645843964,footway,,"[[127.052553, 37.5771896], [127.0525919, 37.5771954], [127.0526529, 37.5772188], [127.0526998, 37.5772464], [127.0527515, 37.5772507], [127.0528058, 37.5772321], [127.0528467, 37.577206], [127.0528527, 37.5771816], [127.0528514, 37.5771518], [127.0528474, 37.5771205], [127.0528387, 37.5770875]]",True
12467036369,12467036376,0,19.689140893052667,footway,,"[[127.052553, 37.5771896], [127.052497, 37.5771866], [127.0524554, 37.5771866], [127.0523984, 37.5771882], [127.0523589, 37.5771904], [127.0523304, 37.5771949]]",True
12467036375,12467036376,0,5.713059393070459,footway,,"[[127.0522665, 37.5772033], [127.0522905, 37.5771991], [127.0523304, 37.5771949]]",True
12467036375,12467036440,0,37.719143962460535,footway,,"[[127.0522665, 37.5772033], [127.0523552, 37.5773235], [127.0524558, 37.5774537], [127.0524806, 37.5774744], [127.052502, 37.5774824]]",True
12467036375,12467036350,0,40.86849597439131,footway,,"[[127.0522665, 37.5772033], [127.0522284, 37.5771518], [127.0521057, 37.5769972], [127.0520303, 37.5769091], [127.052017, 37.5768936]]",True
12467036376,12467036369,0,19.689140893052663,footway,,"[[127.0523304, 37.5771949], [127.0523589, 37.5771904], [127.0523984, 37.5771882], [127.0524554, 37.5771866], [127.052497, 37.5771866], [127.052553, 37.5771896]]",True
12467036376,12467036375,0,5.713059393070459,footway,,"[[127.0523304, 37.5771949], [127.0522905, 37.5771991], [127.0522665, 37.5772033]]",True
12467036376,12467036391,0,44.69026246923154,footway,,"[[127.0523304, 37.5771949], [127.0523321, 37.5771779], [127.0523307, 37.5771617], [127.052327, 37.5771449], [127.0523163, 37.5771308], [127.0522962, 37.5771183], [127.052268, 37.5770944], [127.0522486, 37.5770705], [127.0522365, 37.5770384], [127.0522338, 37.5770123], [127.0522345, 37.576994], [127.0522184, 37.5769669], [127.0521959, 37.5769363], [127.0521775, 37.5769103], [127.052159, 37.5768723], [127.0521346, 37.5768375]]",True
12467036391,12467036349,0,39.74278037764272,service,,"[[127.0521346, 37.5768375], [127.0525087, 37.5766379]]",True
12467036391,12467036350,0,12.096198122841122,service,,"[[127.0521346, 37.5768375], [127.052017, 37.5768936]]",True
12467036391,12467036376,0,44.69026246923155,footway,,"[[127.0521346, 37.5768375], [127.052159, 37.5768723], [127.0521775, 37.5769103], [127.0521959, 37.5769363], [127.0522184, 37.5769669], [127.0522345, 37.576994], [127.0522338, 37.5770123], [127.0522365, 37.5770384], [127.0522486, 37.5770705], [127.052268, 37.5770944], [127.0522962, 37.5771183], [127.0523163, 37.5771308], [127.052327, 37.5771449], [127.0523307, 37.5771617], [127.0523321, 37.5771779], [127.0523304, 37.5771949]]",True
12467036391,12467036397,0,21.19935580739884,footway,,"[[127.0521346, 37.5768375], [127.0521121, 37.5768197], [127.0520769, 37.5767979], [127.0520367, 37.5767742], [127.0520038, 37.5767713], [127.0519609, 37.5767777], [127.0519254, 37.5767866]]",True
12467036397,12467036350,0,14.377840902502443,footway,,"[[127.0519254, 37.5767866], [127.0520026, 37.5768768], [127.052017, 37.5768936]]",True
12467036397,12467036456,0,48.22291734691774,footway,,"[[127.0519254, 37.5767866], [127.0518818, 37.5767357], [127.0516528, 37.5764559], [127.0516484, 37.5764455], [127.0516467, 37.5764341], [127.0516464, 37.5764179]]",True
12467036397,12467036391,0,21.19935580739884,footway,,"[[127.0519254, 37.5767866], [127.0519609, 37.5767777], [127.0520038, 37.5767713], [127.0520367, 37.5767742], [127.0520769, 37.5767979], [127.0521121, 37.5768197], [127.0521346, 37.5768375]]",True
12467036400,12467036338,0,17.757158020965363,footway,,"[[127.0536534, 37.5766597], [127.0536876, 37.5766486], [127.0537157, 37.5766379], [127.0537338, 37.5766199], [127.0537412, 37.5765912], [127.0537265, 37.5765391]]",True
12467036400,12467036330,0,29.30247269056577,"['steps', 'footway']",,"[[127.0536534, 37.5766597], [127.0535679, 37.5767067], [127.0534435, 37.5767713], [127.0533852, 37.5768144]]",True
12467036400,12467036404,0,19.13655416680478,service,,"[[127.0536534, 37.5766597], [127.0536373, 37.5766268], [127.0536172, 37.5765896], [127.0535816, 37.5765375], [127.0535615, 37.576504]]",True
12467036404,12467036335,0,11.684118615719177,footway,,"[[127.0535615, 37.576504], [127.0536346, 37.5764774], [127.0536845, 37.5764654]]",False
12467036404,12467036400,0,19.13655416680478,service,,"[[127.0535615, 37.576504], [127.0535816, 37.5765375], [127.0536172, 37.5765896], [127.0536373, 37.5766268], [127.0536534, 37.5766597]]",True
12467036404,12467036409,0,42.55272265584957,service,,"[[127.0535615, 37.576504], [127.0535139, 37.5764482], [127.0534468, 37.5763685], [127.0533966, 37.5763111], [127.0533476, 37.5762532], [127.0532993, 37.576183]]",False
12467036409,12467014183,0,7.92790606598733,footway,,"[[127.0532993, 37.576183], [127.053357, 37.5761283]]",False
12467036409,12467036404,0,42.55272265584957,service,,"[[127.0532993, 37.576183], [127.0533476, 37.5762532], [127.0533966, 37.5763111], [127.0534468, 37.5763685], [127.0535139, 37.5764482], [127.0535615, 37.576504]]",False
12467036409,12467036413,0,24.840557909253484,service,,"[[127.0532993, 37.576183], [127.053237, 37.5761038], [127.0531987, 37.5760549], [127.053182, 37.5760236], [127.0531726, 37.5759858]]",False
12467036413,12467014187,0,9.508851558884883,footway,,"[[127.0531726, 37.5759858], [127.0532799, 37.5759768]]",False
12467036413,12467036409,0,24.840557909253484,service,,"[[127.0531726, 37.5759858], [127.053182, 37.5760236], [127.0531987, 37.5760549], [127.053237, 37.5761038], [127.0532993, 37.576183]]",False
12467036413,12467036416,0,14.74927671442143,service,,"[[127.0531726, 37.5759858], [127.0531712, 37.5759417], [127.0531719, 37.5758966], [127.0531652, 37.5758535]]",False
12467036416,12467014191,0,5.093157211396806,footway,,"[[127.0531652, 37.5758535], [127.0532229, 37.5758509]]",False
12467036416,12467036413,0,14.749276714421432,service,,"[[127.0531652, 37.5758535], [127.0531719, 37.5758966], [127.0531712, 37.5759417], [127.0531726, 37.5759858]]",False
12467036416,12389414871,0,25.230728518453912,service,,"[[127.0531652, 37.5758535], [127.0531424, 37.5758078], [127.0531012, 37.5757589], [127.0530076, 37.5756659]]",False
12467036419,12467036420,0,29.313366005086657,service,,"[[127.0516084, 37.5763721], [127.051888, 37.5762293]]",True
12467036419,4677529730,0,7.867853230379838,service,,"[[127.0516084, 37.5763721], [127.0515323, 37.5764091]]",True
12467036419,12467036456,0,6.095121256539968,footway,,"[[127.0516084, 37.5763721], [127.0516351, 37.5764043], [127.0516464, 37.5764179]]",True
12467036419,12467036557,0,6.814715263322436,footway,,"[[127.0516084, 37.5763721], [127.0515774, 37.5763348], [127.0515659, 37.5763209]]",True
12467036420,12467036421,0,1.506427867357855,service,,"[[127.051888, 37.5762293], [127.0519024, 37.576222]]",False
12467036420,12467036419,0,29.313366005086657,service,,"[[127.051888, 37.5762293], [127.0516084, 37.5763721]]",True
12467036420,12467036456,0,34.149827463449945,footway,,"[[127.051888, 37.5762293], [127.0519081, 37.5762541], [127.0519146, 37.5762622], [127.0516652, 37.5763889], [127.0516545, 37.5763993], [127.0516491, 37.5764078], [127.0516464, 37.5764179]]",True
12467036420,12467036422,0,4.330821025313098,footway,,"[[127.051888, 37.5762293], [127.0518668, 37.5762031], [127.0518615, 37.5761965]]",False
12467036421,12467036420,0,1.506427867357855,service,,"[[127.0519024, 37.576222], [127.051888, 37.5762293]]",False
12467036422,12467036420,0,4.330821025313098,footway,,"[[127.0518615, 37.5761965], [127.0518668, 37.5762031], [127.051888, 37.5762293]]",False
12467036425,3832323561,0,11.085278360342288,tertiary,서울시립대로8길,"[[127.05265, 37.5750041], [127.0525517, 37.5750663]]",False
12467036425,12389414836,0,62.79604320264957,tertiary,서울시립대로8길,"[[127.05265, 37.5750041], [127.0532067, 37.5746516]]",False
12467036425,12389414917,0,7.167384121055995,footway,,"[[127.05265, 37.5750041], [127.0526173, 37.5749716], [127.0525993, 37.5749537]]",False
12467036425,12389414860,0,6.57148000441008,footway,,"[[127.05265, 37.5750041], [127.0526894, 37.5750432], [127.0526965, 37.5750503]]",False
12467036426,3832323561,0,9.990260176272573,residential,서울시립대로8길,"[[127.0524544, 37.5751124], [127.0525517, 37.5750663]]",False
12467036426,12467014110,0,76.91431057271902,residential,서울시립대로8길,"[[127.0524544, 37.5751124], [127.0521842, 37.5752402], [127.0517117, 37.5754756]]",False
12467036426,12389414916,0,8.002646217273863,footway,,"[[127.0524544, 37.5751124], [127.0524247, 37.5750696], [127.0524105, 37.5750494]]",False
12467036426,12467036547,0,6.472441516648912,footway,,"[[127.0524544, 37.5751124], [127.0524817, 37.5751518], [127.0524898, 37.5751634]]",False
12467036428,12467036545,0,6.797960684475581,footway,,"[[127.0526062, 37.5751291], [127.0525434, 37.5751646]]",False
12467036428,12389414863,0,6.078352120530931,footway,,"[[127.0526062, 37.5751291], [127.0526623, 37.5750973]]",False
12467036428,3832323561,0,8.475357453180933,service,,"[[127.0526062, 37.5751291], [127.0525517, 37.5750663]]",False
12467036428,12467036519,0,6.959821358578746,service,,"[[127.0526062, 37.5751291], [127.0526509, 37.5751807]]",False
12467036429,12467036433,0,9.46200479515028,footway,,"[[127.0543293, 37.5763688], [127.0543571, 37.5763956], [127.0543742, 37.5764145], [127.0543772, 37.5764267], [127.0543749, 37.5764413]]",True
12467036433,12389414840,0,12.382701801807574,footway,,"[[127.0543749, 37.5764413], [127.054387, 37.5764344], [127.0544713, 37.5763862], [127.0544889, 37.5763762]]",True
12467036433,12467036429,0,9.46200479515028,footway,,"[[127.0543749, 37.5764413], [127.0543772, 37.5764267], [127.0543742, 37.5764145], [127.0543571, 37.5763956], [127.0543293, 37.5763688]]",True
12467036433,12467036440,0,202.1198382783011,footway,,"[[127.0543749, 37.5764413], [127.0543561, 37.576458], [127.0537935, 37.5767639], [127.0533282, 37.5770147], [127.0526174, 37.5774425], [127.052547, 37.5774739], [127.0525282, 37.5774808], [127.052502, 37.5774824]]",True
12467036440,12467036369,0,34.19303723024799,footway,,"[[127.052502, 37.5774824], [127.0525362, 37.5774191], [127.0525684, 37.5773357], [127.0525798, 37.577299], [127.0525818, 37.5772539], [127.0525704, 37.5772193], [127.052553, 37.5771896]]",True
12467036440,12467036433,0,202.11983827830105,footway,,"[[127.052502, 37.5774824], [127.0525282, 37.5774808], [127.052547, 37.5774739], [127.0526174, 37.5774425], [127.0533282, 37.5770147], [127.0537935, 37.5767639], [127.0543561, 37.576458], [127.0543749, 37.5764413]]",True
12467036440,12467036375,0,37.719143962460535,footway,,"[[127.052502, 37.5774824], [127.0524806, 37.5774744], [127.0524558, 37.5774537], [127.0523552, 37.5773235], [127.0522665, 37.5772033]]",True
12467036456,12467036397,0,48.22291734691774,footway,,"[[127.0516464, 37.5764179], [127.0516467, 37.5764341], [127.0516484, 37.5764455], [127.0516528, 37.5764559], [127.0518818, 37.5767357], [127.0519254, 37.5767866]]",True
12467036456,12467036420,0,34.149827463449945,footway,,"[[127.0516464, 37.5764179], [127.0516491, 37.5764078], [127.0516545, 37.5763993], [127.0516652, 37.5763889], [127.0519146, 37.5762622], [127.0519081, 37.5762541], [127.051888, 37.5762293]]",True
12467036456,12467036419,0,6.095121256539968,footway,,"[[127.0516464, 37.5764179], [127.0516351, 37.5764043], [127.0516084, 37.5763721]]",True
12467036457,12467036557,0,8.04018708381718,footway,,"[[127.0516471, 37.5762994], [127.0516068, 37.5763217], [127.0515941, 37.5763241], [127.0515817, 37.5763249], [127.0515659, 37.5763209]]",True
12467036461,12467036463,0,11.803879394072238,footway,,"[[127.0514137, 37.5758036], [127.0513507, 37.5757802], [127.0513151, 37.5757377]]",False
12467036463,12467036551,0,26.246363862166582,footway,,"[[127.0513151, 37.5757377], [127.0515663, 37.5756109]]",False
12467036463,12467036461,0,11.803879394072238,footway,,"[[127.0513151, 37.5757377], [127.0513507, 37.5757802], [127.0514137, 37.5758036]]",False
12467036463,12467036557,0,79.30075375608976,footway,,"[[127.0513151, 37.5757377], [127.05123, 37.5757807], [127.0512119, 37.5757988], [127.0511971, 37.575819], [127.0511958, 37.5758469], [127.0512049, 37.575875], [127.0515659, 37.5763209]]",True
12467036474,12467036312,0,16.69899950246169,footway,,"[[127.0522181, 37.5752885], [127.0520575, 37.5753682]]",False
12467036474,12467036308,0,20.091873170722664,footway,,"[[127.0522181, 37.5752885], [127.0522217, 37.5753189], [127.0522204, 37.5753404], [127.0522003, 37.5753646], [127.0521728, 37.5753843], [127.0521413, 37.5754029], [127.0521168, 37.5754068], [127.052094, 37.5754137]]",False
12467036474,12467036547,0,27.741444513926993,footway,,"[[127.0522181, 37.5752885], [127.0523324, 37.5752317], [127.0524536, 37.5751745], [127.0524898, 37.5751634]]",False
12467036486,12467036312,0,15.301152420550403,footway,,"[[127.0519104, 37.5754413], [127.0520575, 37.5753682]]",False
12467036486,12467036308,0,17.864145191603885,footway,,"[[127.0519104, 37.5754413], [127.0519542, 37.5754555], [127.0519944, 37.5754576], [127.0520239, 37.5754483], [127.0520497, 37.5754313], [127.0520709, 37.5754207], [127.052094, 37.5754137]]",False
12467036486,12467014113,0,16.883838846500446,footway,,"[[127.0519104, 37.5754413], [127.0518261, 37.5754831], [127.0517478, 37.5755216]]",False
12467036519,12467036428,0,6.959821358578746,service,,"[[127.0526509, 37.5751807], [127.0526062, 37.5751291]]",False
12467036519,12467036521,0,45.01529757601936,service,,"[[127.0526509, 37.5751807], [127.0526519, 37.5752232], [127.0526586, 37.5752719], [127.052666, 37.5753189], [127.052677, 37.5753407], [127.0527237, 37.5753973], [127.0527642, 37.5754361], [127.0527961, 37.5754616], [127.052844, 37.5754828], [127.0528987, 37.5754953]]",False
12467036519,12467036521,1,41.98929698346575,service,,"[[127.0526509, 37.5751807], [127.0527002, 37.5752158], [127.0528889, 37.5754416], [127.0528987, 37.5754953]]",False
12467036521,12467036524,0,17.441166221499426,service,,"[[127.0528987, 37.5754953], [127.0529295, 37.5755182], [127.0529533, 37.575541], [127.0529701, 37.5755782], [127.0529746, 37.5756055], [127.0529726, 37.5756322]]",False
12467036521,12467036519,0,45.01529757601935,service,,"[[127.0528987, 37.5754953], [127.052844, 37.5754828], [127.0527961, 37.5754616], [127.0527642, 37.5754361], [127.0527237, 37.5753973], [127.052677, 37.5753407], [127.052666, 37.5753189], [127.0526586, 37.5752719], [127.0526519, 37.5752232], [127.0526509, 37.5751807]]",False
12467036521,12467036519,1,41.98929698346575,service,,"[[127.0528987, 37.5754953], [127.0528889, 37.5754416], [127.0527002, 37.5752158], [127.0526509, 37.5751807]]",False
12467036524,12389414871,0,4.853450559876957,service,,"[[127.0529726, 37.5756322], [127.0530076, 37.5756659]]",False
